Rank,Team,Conf,BPI,PVA,Conf_rk,Record,RAW,RAW_rk,SOS,SOS_rk,Var,Var_rk
155,USC Upstate,A-Sun,52.7,0.9,3,20-12,56.8,120,45.9,204,17.9,202
156,CS Fullerton,Big West,52.4,0.8,3,21-9,62.3,67,40.1,294,21.3,58
157,Idaho,WAC,52.4,0.8,4,18-13,54.9,135,47.5,183,20.5,88
158,DePaul,Big East,52.2,0.7,16,12-19,43.8,248,58.4,85,16.5,248
159,Yale,Ivy,51.9,0.6,4,19-9,57.7,108,44.3,227,15.8,271
160,North Dakota St,Summit,51.7,0.5,3,17-13,56.9,117,44.8,221,23.3,15
161,North Texas,Sun Belt,51.6,0.5,3,18-14,58.2,105,43.4,240,19.4,135
162,Delaware,CAA,51.6,0.5,6,18-13,53.5,148,48.0,178,22.2,37
163,East Tenn St,A-Sun,51.3,0.4,4,17-14,54.1,141,47.2,189,21.7,47
164,Oakland,Summit,51.1,0.3,4,17-15,51.1,169,50.0,149,17.9,201
165,Georgia Tech,ACC,50.9,0.3,10,11-20,42.2,261,58.8,81,24.8,4
166,Air Force,MW,50.9,0.3,8,13-16,48.0,202,52.9,121,17.9,200
167,Charl Southern,Big South,50.9,0.3,2,19-12,60.3,79,40.5,291,19.5,132
168,Tulane,C-USA,50.6,0.2,10,15-16,53.7,146,46.9,194,19.7,126
169,Quinnipiac,NEC,50.3,0.1,4,18-13,59.1,91,41.2,287,19.6,128
170,Houston,C-USA,50.1,0.0,11,15-15,47.9,204,52.2,127,21.0,69
171,Tennessee St,OVC,50.0,0.0,2,20-12,55.1,134,45.0,218,16.7,242
172,W Illinois,Summit,49.7,-0.1,5,18-14,54.7,137,45.0,217,21.8,45
173,Coast Carolina,Big South,49.7,-0.1,3,19-11,59.2,90,40.5,292,23.2,16
174,W Michigan,MAC,49.6,-0.1,6,14-20,48.4,196,51.2,137,19.6,127
175,UTSA,C-USA,49.4,-0.2,3,18-14,57.4,110,42.0,267,21.8,46
176,Wake Forest,ACC,49.3,-0.2,11,13-18,39.6,277,59.7,71,20.2,108
177,SMU,C-USA,49.3,-0.2,12,13-19,46.4,224,52.9,122,19.6,129
178,Tennessee Tech,OVC,49.2,-0.3,3,19-13,53.2,151,46.0,203,21.5,54
179,Cal Poly,Big West,48.9,-0.4,4,18-15,56.4,122,42.4,256,24.8,3
180,American U,Patriot,48.6,-0.5,3,20-11,57.0,115,41.6,279,21.1,64
181,G. Washington,A 10,48.3,-0.5,12,10-21,38.0,286,60.3,65,21.3,61
182,Fresno State,WAC,48.0,-0.7,5,13-20,48.2,199,49.8,154,20.2,107
183,SF Austin,Southland,47.8,-0.7,4,20-12,60.8,77,37.0,323,24.3,6
184,Norfolk State,MEAC,47.8,-0.7,1,25-9,59.0,92,38.7,310,18.1,195
185,Savannah State,MEAC,47.7,-0.7,2,21-11,60.2,81,37.6,319,20.1,112
186,Green Bay,Horizon,47.6,-0.8,6,15-15,47.8,205,49.8,155,17.5,215
187,Youngstown St,Horizon,47.5,-0.8,7,16-15,52.4,160,45.1,215,23.4,12
188,AR-Little Rock,Sun Belt,47.2,-0.9,4,15-16,47.5,210,49.7,156,19.8,121
189,LA-Lafayette,Sun Belt,47.1,-0.9,5,16-15,49.2,185,47.9,180,18.9,161
190,Florida Gulf Coast,A-Sun,47.1,-0.9,5,15-17,49.9,179,47.1,190,18.4,182
191,Toledo,MAC,47.0,-1.0,7,18-16,53.2,152,43.8,233,19.3,140
192,Northeastern,CAA,46.9,-1.0,7,14-17,45.3,234,51.7,133,20.6,82
193,Columbia,Ivy,46.9,-1.0,5,15-15,53.1,153,43.8,230,18.6,167
194,Boston U,Am. East,46.8,-1.0,3,16-16,52.4,158,44.4,224,20.9,72
195,Hawaii,WAC,46.7,-1.1,6,16-16,48.1,201,48.6,169,19.1,155
196,Louisiana Tech,WAC,46.3,-1.2,7,18-16,48.8,193,47.5,184,15.9,266
197,W Kentucky,Sun Belt,46.2,-1.2,6,15-18,44.1,245,52.1,129,21.5,53
198,Wofford,Southern,46.0,-1.3,3,19-13,53.9,143,42.0,266,26.1,2
199,Ball State,MAC,45.9,-1.3,8,15-15,52.6,155,43.4,241,22.9,22
200,Arkansas State,Sun Belt,45.9,-1.3,7,14-20,46.2,227,49.7,157,20.4,97
201,South Alabama,Sun Belt,45.3,-1.5,8,17-12,49.5,181,45.9,207,22.6,27
202,North Florida,A-Sun,45.2,-1.5,6,16-16,46.8,219,48.5,170,20.0,113
203,Portland State,Big Sky,45.2,-1.5,3,17-15,52.9,154,42.3,260,17.3,224
204,Miami (OH),MAC,45.1,-1.6,9,9-21,40.8,272,54.4,115,19.0,157
205,Morehead State,OVC,45.1,-1.6,4,18-15,52.5,156,42.5,253,23.3,14
206,IUPUI,Summit,44.3,-1.8,6,14-18,48.1,200,46.2,200,20.7,80
207,Florida Atl,Sun Belt,44.3,-1.8,9,11-19,43.5,252,50.9,142,21.0,71
208,Austin Peay,OVC,44.3,-1.8,5,12-20,45.1,236,49.1,162,17.4,218
209,Cornell,Ivy,44.2,-1.9,6,12-16,45.1,238,49.2,161,14.1,302
210,McNeese State,Southland,44.0,-1.9,5,17-15,51.6,165,42.4,257,20.2,104
211,N Carolina Cent,MEAC,43.9,-2.0,3,17-15,57.7,107,36.2,330,20.9,74
212,Arizona State,Pac-12,43.8,-2.0,10,10-21,36.1,296,57.6,93,22.3,35
213,E Washington,Big Sky,43.6,-2.1,4,15-17,51.8,163,41.8,270,17.1,232
214,Campbell,Big South,43.6,-2.1,4,17-15,50.4,174,43.2,244,22.1,39
215,Albany,Am. East,43.5,-2.1,4,19-14,56.9,118,36.6,326,18.5,173
216,USC,Pac-12,43.1,-2.2,11,6-26,32.2,314,60.8,58,18.5,177
217,Seattle U,Indep.,42.6,-2.4,1,12-15,49.9,180,42.7,249,20.3,102
218,Hofstra,CAA,42.4,-2.4,8,10-22,43.5,250,48.9,165,18.7,164
219,Siena,MAAC,42.2,-2.5,5,14-17,44.9,239,47.2,188,23.1,19
220,Rhode Island,A 10,42.1,-2.6,13,7-24,34.4,309,57.7,92,22.1,38
221,Texas Tech,Big 12,41.9,-2.6,10,8-23,31.6,318,60.3,66,15.3,280
222,Wright State,Horizon,41.9,-2.6,8,13-19,43.5,251,48.4,173,20.6,83
223,Lipscomb,A-Sun,41.8,-2.7,7,13-18,45.1,237,46.7,195,18.0,196
224,Holy Cross,Patriot,41.8,-2.7,4,15-14,47.9,203,43.9,229,22.3,33
225,San Diego,WCC,41.6,-2.7,6,13-18,42.5,258,49.1,164,20.3,101
226,Northwestern St,Southland,41.3,-2.8,6,16-16,50.1,177,41.2,288,20.5,92
227,Utah Valley,WAC,41.1,-2.9,1,20-12,56.0,126,35.2,338,15.8,268
228,S Illinois,MVC,41.1,-2.9,9,8-23,35.9,299,55.3,112,19.2,145
229,W Carolina,Southern,41.1,-2.9,4,17-18,47.7,208,43.4,239,22.2,36
230,Rider,MAAC,41.1,-2.9,6,13-19,43.4,253,47.6,182,20.8,75
231,St Francis (NY),NEC,41.0,-2.9,5,15-15,52.4,161,38.7,311,23.2,17
232,High Point,Big South,40.9,-3.0,5,13-18,49.1,186,41.8,271,20.7,79
233,Cent Conn St,NEC,40.9,-3.0,6,13-16,49.4,182,41.4,283,19.4,136
234,UNC-Wilmington,CAA,40.8,-3.0,9,10-21,38.7,283,52.1,128,20.1,111
235,SE Missouri St,OVC,40.7,-3.0,6,15-16,50.8,171,39.9,299,22.7,26
236,Jacksonville St,OVC,40.6,-3.1,7,15-18,50.6,172,40.0,297,20.8,76
237,Delaware State,MEAC,40.3,-3.2,4,15-14,54.1,140,36.2,328,22.3,34
238,Miss Valley St,SWAC,40.3,-3.2,1,21-12,52.0,162,38.3,314,13.9,305
239,CSU Bakersfield,Indep.,40.1,-3.2,2,16-14,49.3,183,40.8,290,21.0,70
240,Appalachian St,Southern,40.0,-3.2,5,13-18,46.3,225,43.8,232,23.5,9
241,Furman,Southern,39.7,-3.3,6,15-16,48.3,197,41.4,284,23.4,11
242,Boston College,ACC,39.7,-3.3,12,9-22,29.5,324,60.2,67,20.3,100
243,Presbyterian,Big South,39.1,-3.6,6,14-15,47.5,211,41.6,276,21.3,59
244,North Dakota,Big Sky,39.1,-3.6,2,17-14,53.3,150,35.8,332,21.9,44
245,Ga. Southern,Southern,39.1,-3.6,7,15-15,47.6,209,41.5,282,18.9,160
246,Fordham,A 10,39.1,-3.6,14,10-19,34.0,311,55.1,114,20.3,99
247,Bradley,MVC,39.0,-3.6,10,7-25,31.5,319,57.5,97,18.2,187
248,Chattanooga,Southern,38.9,-3.6,8,11-21,47.4,212,41.5,280,20.5,90
249,Sacred Heart,NEC,38.8,-3.7,7,14-18,48.9,192,39.9,298,19.3,139
250,Elon,Southern,38.7,-3.7,9,15-16,45.9,229,42.8,246,21.1,65
251,E Kentucky,OVC,38.6,-3.7,8,16-16,48.6,195,40.0,296,21.5,55
252,Southern Utah,Summit,38.4,-3.8,7,14-17,46.3,226,42.1,262,20.3,103
253,Niagara,MAAC,38.0,-3.9,7,14-19,42.6,257,45.4,211,15.4,279
254,Lafayette,Patriot,37.9,-4.0,5,13-18,44.1,246,43.8,231,18.7,165
255,VMI,Big South,37.6,-4.1,7,17-16,49.0,187,38.5,312,19.9,119
256,FIU,Sun Belt,37.5,-4.1,10,8-21,40.9,269,46.5,196,23.2,18
257,James Madison,CAA,37.3,-4.2,10,12-20,41.4,266,45.9,205,16.5,246
258,E Michigan,MAC,37.1,-4.2,10,14-18,40.9,271,46.3,199,20.5,89
259,Cent Michigan,MAC,37.0,-4.3,11,11-21,40.1,275,46.9,193,19.2,146
260,Marist,MAAC,36.8,-4.4,8,14-18,41.9,263,44.8,220,21.3,62
261,N Colorado,Big Sky,36.2,-4.5,5,9-19,40.7,273,45.5,210,19.5,133
262,UC Irvine,Big West,36.2,-4.6,5,12-20,41.1,267,45.0,216,17.4,221
263,Santa Clara,WCC,36.1,-4.6,7,8-22,37.6,288,48.5,171,21.1,68
264,Texas State,Sun Belt,36.0,-4.6,7,13-17,48.9,190,37.1,322,21.6,52
265,Troy,Sun Belt,35.8,-4.7,11,10-18,38.5,284,47.2,187,20.2,105
266,San Jose State,WAC,35.8,-4.7,8,9-22,38.7,282,47.1,191,20.4,95
267,UC Riverside,Big West,35.7,-4.7,6,14-17,42.1,262,43.5,237,18.5,172
268,Sam Houston,Southland,35.4,-4.8,8,13-19,45.5,232,39.8,301,18.2,189
269,Pacific,Big West,35.2,-4.9,7,11-19,41.7,265,43.5,238,20.9,73
270,Samford,Southern,35.2,-4.9,10,11-19,42.5,259,42.7,247,20.4,94
271,Bethune-Cookman,MEAC,35.1,-4.9,5,18-17,49.0,189,36.2,331,14.9,287
272,Jacksonville,A-Sun,35.0,-5.0,8,8-22,34.9,306,50.1,148,19.0,156
273,Winthrop,Big South,34.9,-5.0,8,12-20,43.2,254,41.7,272,17.7,208
274,Stetson,A-Sun,34.7,-5.1,9,9-20,37.7,287,46.9,192,15.9,264
275,Morgan State,MEAC,34.6,-5.1,6,9-20,44.3,244,40.4,293,16.9,237
276,Gardner-Webb,Big South,34.2,-5.2,9,12-20,44.6,240,39.6,303,15.9,262
277,N.J.I.T.,Indep.,34.0,-5.3,3,15-17,49.3,184,34.7,339,22.0,43
278,Texas Southern,SWAC,34.0,-5.3,2,15-18,48.3,198,35.7,333,18.6,168
279,Maine,Am. East,33.9,-5.4,5,12-17,46.9,216,37.0,324,20.6,81
280,Montana State,Big Sky,33.5,-5.5,6,12-17,44.3,242,39.2,305,20.1,110
281,UNC Greensboro,Southern,33.5,-5.5,11,13-19,37.6,289,45.9,206,17.2,227
282,Pepperdine,WCC,33.3,-5.6,8,10-19,35.9,298,47.4,186,21.1,63
283,Portland,WCC,33.3,-5.6,9,7-24,29.1,327,54.2,116,17.2,228
284,UMKC,Summit,32.6,-5.8,8,10-21,37.4,290,45.2,214,21.3,60
285,IPFW,Summit,32.5,-5.9,9,11-19,40.0,276,42.5,255,17.3,222
286,E Illinois,OVC,31.8,-6.1,9,12-17,43.9,247,37.9,317,19.7,124
287,Coppin State,MEAC,31.8,-6.1,7,14-16,46.4,223,35.3,337,16.3,255
288,New Hampshire,Am. East,31.4,-6.3,6,13-16,45.8,230,35.6,335,18.2,191
289,Liberty,Big South,31.4,-6.3,10,14-18,42.9,256,38.5,313,18.3,184
290,Monmouth,NEC,31.2,-6.3,8,11-20,35.6,301,45.6,209,20.5,86
291,South Dakota,Summit,31.2,-6.4,10,10-18,40.1,274,41.1,289,20.5,91
292,Sacramento St,Big Sky,31.1,-6.4,7,10-18,43.1,255,38.0,315,18.8,162
293,UIC,Horizon,30.9,-6.5,9,8-22,36.1,295,44.7,222,17.1,233
294,SE Louisiana,Southland,30.8,-6.5,9,12-17,44.6,241,36.2,329,16.9,240
295,Army,Patriot,30.7,-6.5,6,12-18,43.6,249,37.1,321,19.1,149
296,Utah,Pac-12,30.6,-6.6,12,6-25,23.6,339,57.1,101,18.2,188
297,Hampton,MEAC,29.9,-6.8,8,12-21,44.3,243,35.6,334,16.5,249
298,CS Northridge,Big West,29.5,-7.0,8,7-21,36.9,292,42.6,250,20.0,115
299,Loyola (IL),Horizon,29.5,-7.0,10,7-23,34.2,310,45.3,212,17.7,209
300,N Carolina A&T,MEAC,29.1,-7.2,9,12-20,42.3,260,36.8,325,16.0,261
301,William & Mary,CAA,29.0,-7.2,11,6-26,30.9,321,48.1,175,19.3,144
302,Mount St Mary's,NEC,28.3,-7.5,9,8-20,36.7,293,41.6,278,17.3,223
303,Nicholls State,Southland,28.1,-7.6,10,10-20,34.9,305,43.2,245,19.3,141
304,Idaho State,Big Sky,27.9,-7.6,8,9-21,35.2,302,42.7,248,16.3,257
305,Houston Baptist,Southland,27.8,-7.7,4,10-20,38.9,280,38.9,307,17.7,205
306,PV A&M,SWAC,27.3,-7.9,3,14-18,45.1,235,32.1,340,15.6,275
307,SIU Edwardsville,OVC,27.0,-8.0,10,9-17,37.0,291,40.0,295,19.8,120
