Rank,Team,Conf,BPI,PVA,Conf_rk,Record,RAW,RAW_rk,SOS,SOS_rk,Var,Var_rk
62,Tennessee,SEC,70.0,6.8,5,20-12,56.7,107,63.3,35,18.6,187
63,Illinois,Big Ten,69.7,6.7,8,22-12,56.7,108,63.0,38,20.5,99
64,Alabama,SEC,69.5,6.6,6,21-12,56.7,110,62.9,40,15.9,268
65,Northern Iowa,MVC,69.4,6.5,3,18-14,55.9,119,63.5,33,17.9,211
66,Arizona State,Pac-12,69.1,6.4,7,21-12,57.3,103,61.8,64,14.4,304
67,Providence,Big East,68.9,6.4,10,17-14,52.9,158,66.1,10,17.5,229
68,Illinois State,MVC,68.5,6.2,4,18-15,58.3,95,60.2,85,21.3,63
69,Davidson,Southern,68.3,6.2,1,26-7,71.6,18,46.7,181,18.2,201
70,Washington,Pac-12,68.2,6.1,8,18-15,52.2,163,65.9,11,20.7,88
71,BYU,WCC,67.7,5.9,3,21-11,61.3,77,56.4,109,19.8,128
72,Xavier,A 10,67.5,5.9,7,17-14,53.9,142,63.6,32,16.4,258
73,Ohio,MAC,66.5,5.5,2,24-9,64.6,52,51.9,127,18.1,204
74,New Mexico St,WAC,66.4,5.4,2,24-10,62.0,69,54.4,117,17.5,227
75,SF Austin,Southland,65.7,5.2,1,27-4,77.6,4,38.1,316,14.3,305
76,Detroit,Horizon,65.7,5.2,2,20-12,61.8,72,53.9,118,17.1,246
77,Saint Joseph's,A 10,65.6,5.2,8,18-13,55.1,127,60.6,80,20.7,90
78,Arkansas,SEC,65.6,5.2,7,19-13,54.4,137,61.2,73,19.3,157
79,Massachusetts,A 10,65.6,5.2,9,21-11,53.6,146,62.0,59,17.7,216
80,Stony Brook,Am. East,65.1,5.0,1,24-7,72.6,17,42.4,256,17.1,248
81,Louisiana Tech,WAC,64.8,4.9,3,26-6,67.3,36,47.5,170,19.9,126
82,Wyoming,MW,64.7,4.9,6,19-13,55.4,124,59.4,90,20.3,109
83,UTEP,C-USA,64.7,4.9,3,18-14,56.2,117,58.5,98,20.9,81
84,Texas A&M,SEC,64.5,4.8,8,18-15,53.5,148,61.0,74,19.8,132
85,North Dakota St,Summit,64.4,4.8,1,24-9,69.2,26,45.2,206,19.8,130
86,Santa Clara,WCC,64.4,4.8,4,21-11,63.1,61,51.3,133,19.4,153
87,LSU,SEC,64.2,4.7,9,19-12,52.8,159,61.4,65,17.1,241
88,Evansville,MVC,63.8,4.5,5,18-14,55.6,121,58.2,101,19.6,140
89,Air Force,MW,63.8,4.5,7,17-13,54.2,140,59.6,88,20.4,104
90,Washington St,Pac-12,63.7,4.5,9,13-19,51.0,171,62.7,46,16.3,260
91,Indiana State,MVC,63.5,4.4,6,18-14,52.2,164,61.3,69,20.3,107
92,Richmond,A 10,63.4,4.4,10,18-14,54.4,134,58.9,93,17.3,234
93,Oregon State,Pac-12,63.2,4.3,10,14-18,50.8,173,62.4,55,14.7,299
94,St. John's,Big East,63.2,4.3,11,16-15,48.4,199,64.9,19,20.3,106
95,Iona,MAAC,62.9,4.2,1,20-13,60.7,81,52.2,125,18.5,190
96,Weber State,Big Sky,62.8,4.2,1,26-6,74.1,8,38.8,310,18.5,188
97,Texas,Big 12,62.5,4.1,7,16-17,50.0,179,62.5,50,19.0,163
98,USC,Pac-12,62.3,4.0,11,14-18,44.0,245,68.3,1,20.7,87
99,Georgia Tech,ACC,62.1,3.9,7,16-15,51.9,165,60.2,84,20.1,117
100,Boston College,ACC,61.8,3.9,8,16-17,47.5,207,64.3,27,19.7,138
101,Purdue,Big Ten,61.7,3.8,9,15-17,48.8,195,62.9,39,21.4,61
102,Georgia,SEC,61.6,3.8,10,15-17,48.4,198,63.2,36,20.4,105
103,Florida State,ACC,61.4,3.7,9,18-15,46.6,223,64.8,21,23.5,18
104,Charlotte,A 10,61.4,3.7,11,21-11,53.6,145,57.8,106,21.2,68
105,Rutgers,Big East,61.4,3.7,12,15-16,46.9,217,64.5,25,16.4,259
106,Vanderbilt,SEC,61.3,3.7,11,16-17,48.9,192,62.4,56,21.5,54
107,Lehigh,Patriot,60.8,3.5,2,21-9,65.0,49,45.8,199,20.1,120
108,Utah State,WAC,60.6,3.4,4,21-10,61.8,71,48.7,155,18.3,196
109,South Dakota St,Summit,60.2,3.3,2,25-9,66.2,41,44.0,227,19.3,156
110,Clemson,ACC,59.9,3.2,10,13-18,49.3,186,60.7,78,20.9,79
111,Utah,Pac-12,59.9,3.2,12,15-18,49.3,187,60.7,77,23.4,19
112,E Kentucky,OVC,59.7,3.2,2,24-9,65.4,45,44.3,223,19.5,148
113,Harvard,Ivy,59.6,3.1,1,19-9,60.8,80,48.8,154,18.7,177
114,Pacific,Big West,59.5,3.1,1,22-12,58.9,91,50.6,142,20.8,85
115,Seton Hall,Big East,59.5,3.1,13,15-18,46.2,227,63.3,34,14.1,308
116,Princeton,Ivy,59.3,3.0,2,17-11,62.3,67,47.0,175,25.3,5
117,Murray State,OVC,59.2,3.0,3,21-10,62.7,65,46.5,188,21.0,76
118,West Virginia,Big 12,58.4,2.7,8,13-19,45.2,236,63.1,37,17.9,210
119,Drake,MVC,58.4,2.7,7,15-17,48.1,204,60.3,83,19.6,144
120,Fresno State,MW,58.4,2.7,8,11-19,46.5,225,61.9,60,18.3,199
121,Mercer,A-Sun,58.3,2.7,1,23-11,64.5,53,43.8,231,22.0,45
122,Canisius,MAAC,58.2,2.6,2,18-13,56.4,112,51.8,128,18.7,178
123,UCF,C-USA,58.2,2.6,4,20-11,56.3,115,51.9,126,19.0,167
124,St. Bonaventure,A 10,58.2,2.6,12,14-15,49.4,185,58.8,95,17.2,240
125,Kent State,MAC,57.9,2.6,3,20-13,57.1,104,50.8,140,21.5,58
126,G. Washington,A 10,57.3,2.4,13,13-17,48.2,202,59.1,91,19.4,154
127,Northwestern St,Southland,57.2,2.3,2,23-8,66.0,42,41.3,279,15.4,283
128,Green Bay,Horizon,57.1,2.3,3,18-15,55.8,120,51.3,134,22.2,42
129,Loyola (MD),MAAC,57.0,2.3,3,21-11,57.6,99,49.4,150,17.7,218
130,Wake Forest,ACC,56.7,2.1,11,13-18,44.2,243,62.5,51,20.2,115
131,Montana,Big Sky,56.4,2.1,2,25-6,65.4,46,41.1,283,14.9,294
132,Florida Gulf Coast,A-Sun,56.2,2.0,2,24-10,62.8,63,43.4,237,21.8,49
133,George Mason,CAA,56.0,1.9,1,18-14,54.7,132,51.2,135,21.5,56
134,Wright State,Horizon,56.0,1.9,4,21-12,57.1,105,48.9,153,20.5,94
135,South Florida,Big East,55.8,1.9,14,12-19,41.0,273,64.8,22,21.1,72
136,East Carolina,C-USA,55.8,1.9,5,18-12,55.4,123,50.4,144,16.2,262
137,Nebraska,Big Ten,55.7,1.8,10,15-18,39.1,281,66.6,7,20.5,96
138,UC Irvine,Big West,54.9,1.6,2,20-15,55.4,122,49.5,149,23.9,13
139,Northwestern,Big Ten,54.9,1.6,11,13-19,42.2,263,62.7,44,25.9,2
140,Niagara,MAAC,54.5,1.4,4,19-13,54.8,131,49.7,148,18.7,175
141,Charleston,Southern,54.3,1.4,2,24-10,59.3,86,45.0,208,21.7,50
142,TX-Arlington,WAC,54.2,1.4,5,19-13,53.4,149,50.8,141,22.7,29
143,Robert Morris,NEC,54.2,1.4,1,23-10,61.3,78,42.9,249,21.2,64
144,Vermont,Am. East,54.1,1.3,2,21-11,60.9,79,43.2,242,24.5,7
145,Tulane,C-USA,54.1,1.3,6,19-14,56.3,114,47.8,164,18.6,181
146,San Francisco,WCC,54.0,1.3,5,15-16,50.7,174,53.3,120,19.5,146
147,Bradley,MVC,54.0,1.3,8,16-16,48.2,201,55.8,112,20.7,89
148,W Michigan,MAC,53.8,1.2,4,20-12,56.3,116,47.5,171,21.2,65
149,W Illinois,Summit,53.3,1.1,3,22-8,63.5,58,39.9,300,20.5,97
150,Oral Roberts,Southland,53.3,1.1,3,18-14,57.4,101,45.9,198,19.0,164
151,Virginia Tech,ACC,53.1,1.0,12,13-19,40.7,275,62.4,54,20.2,113
152,Charl Southern,Big South,52.9,0.9,1,19-12,62.5,66,40.4,294,17.3,233
153,Tennessee St,OVC,52.8,0.9,4,18-14,54.4,136,48.4,158,18.8,173
154,Cal Poly,Big West,52.8,0.9,3,18-13,55.3,126,47.4,173,23.4,21
155,Boston U,Am. East,52.6,0.8,3,17-12,58.0,96,44.6,214,19.6,143
156,Arkansas State,Sun Belt,52.5,0.8,2,19-12,59.3,87,43.2,241,22.7,33
157,UAB,C-USA,52.3,0.7,7,16-17,48.6,196,53.7,119,18.0,208
158,Tulsa,C-USA,52.0,0.6,8,17-15,49.1,189,52.9,122,22.5,36
159,Long Beach St,Big West,51.9,0.6,4,19-13,50.9,172,51.0,139,19.7,139
160,UIC,Horizon,51.6,0.5,5,17-15,50.6,175,51.0,138,25.2,6
161,Albany,Am. East,51.6,0.5,4,24-10,59.0,89,42.6,252,18.6,179
162,N Carolina Cent,MEAC,51.3,0.4,1,22-9,64.1,55,37.1,324,15.8,273
163,S Illinois,MVC,51.2,0.4,9,14-17,45.8,231,55.4,113,21.1,73
164,Bryant,NEC,51.1,0.3,2,19-11,58.0,97,43.1,245,22.1,43
165,Gardner-Webb,Big South,51.0,0.3,2,21-12,61.4,76,39.6,301,19.8,131
166,Loyola (IL),Horizon,50.9,0.3,6,15-16,54.5,133,46.4,190,18.6,184
167,W Kentucky,Sun Belt,50.6,0.2,3,20-15,54.4,135,46.2,192,17.1,249
168,SMU,C-USA,50.2,0.1,9,15-17,51.8,167,48.4,160,18.9,170
169,Northeastern,CAA,50.1,0.0,2,20-12,53.8,143,46.3,191,22.7,32
170,Delaware,CAA,50.1,0.0,3,19-14,51.6,168,48.5,157,18.6,185
171,Houston,C-USA,50.0,-0.0,10,19-12,56.4,113,43.6,234,22.0,46
172,Rider,MAAC,50.0,-0.0,5,18-14,51.3,169,48.7,156,23.9,15
173,San Diego,WCC,50.0,-0.0,6,16-18,47.0,216,53.0,121,18.9,169
174,Nevada,MW,49.9,-0.0,9,12-19,38.7,286,61.3,72,19.1,161
175,Southern,SWAC,49.9,-0.0,1,23-9,68.4,28,31.5,347,16.9,252
176,Fairfield,MAAC,49.9,-0.0,6,19-15,53.0,155,46.9,178,22.3,41
177,DePaul,Big East,49.8,-0.1,15,11-21,39.0,283,60.9,75,19.9,127
178,Army,Patriot,49.6,-0.1,3,16-15,56.5,111,43.1,244,22.7,31
179,Penn State,Big Ten,49.4,-0.2,12,10-21,34.2,315,65.3,14,20.9,80
180,Youngstown St,Horizon,49.3,-0.2,7,17-15,53.2,152,46.1,196,20.8,84
181,Texas Southern,SWAC,49.2,-0.2,2,17-14,56.7,109,42.6,253,17.3,235
182,UNC Asheville,Big South,48.9,-0.4,3,16-16,55.4,125,43.5,236,19.4,150
183,Toledo,MAC,48.8,-0.4,5,15-13,52.7,161,46.1,195,21.9,47
184,FIU,Sun Belt,48.5,-0.5,4,18-14,51.2,170,47.3,174,19.8,129
185,Wagner,NEC,48.2,-0.6,3,19-12,54.9,128,43.3,240,20.2,114
186,James Madison,CAA,48.2,-0.6,4,20-14,52.6,162,45.6,200,21.2,71
187,Drexel,CAA,48.1,-0.6,5,13-18,50.3,177,47.9,162,20.8,86
188,Lafayette,Patriot,48.1,-0.6,4,19-15,52.7,160,45.4,203,25.8,3
189,LIU Brooklyn,NEC,48.0,-0.6,4,20-13,57.4,102,40.6,289,22.7,30
190,Manhattan,MAAC,47.9,-0.7,7,14-18,47.7,206,50.2,145,20.9,77
191,Towson,CAA,47.8,-0.7,6,18-13,53.0,157,44.8,212,21.3,62
192,Rhode Island,A 10,47.5,-0.8,14,8-21,37.1,301,60.4,81,20.9,78
193,Buffalo,MAC,47.4,-0.8,6,14-20,48.9,191,48.4,159,20.5,100
194,South Carolina,SEC,47.2,-0.9,12,14-18,42.4,260,54.8,115,22.4,38
195,Elon,Southern,47.1,-0.9,3,21-11,57.7,98,39.4,303,15.3,287
196,Auburn,SEC,46.9,-1.0,13,9-23,38.3,288,58.6,96,18.4,191
197,Hawaii,Big West,46.7,-1.0,5,17-14,50.2,178,46.6,186,19.5,147
198,Idaho,WAC,46.7,-1.0,6,12-18,45.5,233,51.2,136,16.1,263
199,Jacksonville St,OVC,46.7,-1.1,5,17-11,54.3,138,42.4,260,14.9,295
200,South Alabama,Sun Belt,46.3,-1.2,5,17-12,53.1,154,43.2,243,19.4,151
201,CS Fullerton,Big West,46.2,-1.2,6,14-18,53.3,151,43.0,247,22.5,35
202,Georgia State,CAA,46.1,-1.2,7,15-16,51.8,166,44.3,222,23.8,16
203,Missouri State,MVC,46.1,-1.3,10,11-22,37.8,295,58.2,102,20.8,82
204,Oakland,Summit,45.8,-1.4,4,16-16,48.1,203,47.7,167,18.6,180
205,AR-Little Rock,Sun Belt,45.6,-1.4,6,17-15,49.4,184,46.2,194,24.1,12
206,Marshall,C-USA,45.5,-1.5,11,13-19,43.8,247,51.6,129,23.2,23
207,High Point,Big South,45.1,-1.6,4,17-13,57.6,100,37.5,322,21.2,66
208,USC Upstate,A-Sun,44.8,-1.7,3,16-17,54.1,141,40.7,288,21.2,69
209,Savannah State,MEAC,44.3,-1.8,2,19-14,53.7,144,40.6,291,17.1,243
210,UC Davis,Big West,44.2,-1.9,7,14-17,47.4,209,46.9,177,21.9,48
211,Morehead State,OVC,44.1,-1.9,6,15-18,47.3,211,46.8,180,20.0,125
212,Columbia,Ivy,43.9,-2.0,3,12-16,53.0,156,40.9,284,26.0,1
213,Yale,Ivy,43.8,-2.0,4,14-17,47.2,213,46.6,184,23.8,17
214,CS Northridge,Big West,43.7,-2.0,8,14-17,48.9,193,44.9,211,21.4,60
215,Bowling Green,MAC,43.3,-2.2,7,13-19,46.6,224,46.7,183,22.9,28
216,Loyola Mary,WCC,43.1,-2.2,7,11-23,41.6,266,51.5,132,17.8,213
217,Coast Carolina,Big South,43.1,-2.2,5,14-15,53.2,153,39.9,299,23.9,14
218,Texas Tech,Big 12,43.0,-2.3,9,11-20,34.7,312,58.3,99,16.0,267
219,SE Missouri St,OVC,42.9,-2.3,7,17-16,54.3,139,38.6,311,20.5,98
220,UC Santa Barbara,Big West,42.9,-2.3,9,11-20,43.2,254,49.7,147,21.5,57
221,Mount St Mary's,NEC,42.7,-2.3,5,18-14,48.4,197,44.3,221,22.4,37
222,Mississippi St,SEC,42.6,-2.4,14,10-22,35.5,306,57.1,107,20.4,103
223,Hartford,Am. East,42.2,-2.5,5,17-13,49.7,181,42.4,255,21.2,67
224,Sam Houston,Southland,42.1,-2.5,4,17-17,53.6,147,38.6,312,18.7,176
225,Quinnipiac,NEC,41.9,-2.6,6,15-16,49.7,182,42.2,265,21.4,59
226,E Michigan,MAC,41.8,-2.7,8,16-18,47.8,205,44.0,228,19.0,162
227,William & Mary,CAA,41.7,-2.7,8,13-17,49.9,180,41.7,273,19.5,145
228,Norfolk State,MEAC,41.2,-2.8,3,21-11,54.8,129,36.5,331,15.5,278
229,Pepperdine,WCC,40.6,-3.1,8,12-18,41.3,269,49.3,151,17.2,238
230,Stetson,A-Sun,40.4,-3.1,4,15-16,49.1,188,41.3,277,21.6,53
231,Florida Atl,Sun Belt,40.4,-3.1,7,14-18,46.7,222,43.7,232,19.7,137
232,LA-Lafayette,Sun Belt,40.4,-3.1,8,13-20,45.0,238,45.4,204,20.6,92
233,Morgan State,MEAC,40.3,-3.2,4,17-15,54.8,130,35.5,337,17.8,214
234,N.J.I.T.,Indep.,40.2,-3.2,1,16-13,58.5,94,31.7,346,18.2,203
235,Seattle U,WAC,40.2,-3.2,7,8-22,43.6,250,46.6,185,20.2,112
236,N Carolina A&T,MEAC,39.8,-3.3,5,19-16,53.3,150,36.5,330,21.2,70
237,Wofford,Southern,39.6,-3.4,4,13-19,46.7,221,42.9,251,23.1,26
238,Miami (OH),MAC,39.6,-3.4,9,9-22,39.2,280,50.4,143,20.6,93
239,Duquesne,A 10,39.4,-3.4,15,8-22,32.7,326,56.8,108,18.0,207
240,Ball State,MAC,39.4,-3.5,10,15-15,44.5,239,44.9,210,20.3,108
241,W Carolina,Southern,39.2,-3.5,5,14-19,48.4,200,40.8,286,16.6,255
242,Brown,Ivy,38.6,-3.7,5,13-15,45.0,237,43.6,235,24.3,10
243,Winthrop,Big South,38.5,-3.8,6,14-17,46.3,226,42.2,262,24.4,9
244,Appalachian St,Southern,38.4,-3.8,6,15-16,50.6,176,37.8,320,17.5,224
245,St Francis (NY),NEC,38.3,-3.8,7,12-18,46.0,230,42.4,258,22.3,40
246,South Dakota,Summit,37.9,-3.9,5,10-20,43.5,253,44.5,216,23.0,27
247,IPFW,Summit,37.9,-3.9,6,15-17,47.2,212,40.7,287,18.4,192
248,N Colorado,Big Sky,37.9,-4.0,3,13-18,48.8,194,39.0,306,20.1,118
249,North Texas,Sun Belt,37.9,-4.0,9,12-20,43.8,246,44.1,225,22.0,44
250,Holy Cross,Patriot,37.8,-4.0,5,12-18,43.8,248,44.0,226,18.8,171
251,CSU Bakersfield,Indep.,37.7,-4.0,1,14-16,45.6,232,42.2,263,19.2,159
252,Marist,MAAC,37.7,-4.0,8,10-21,39.9,277,47.8,163,25.3,4
253,North Florida,A-Sun,37.7,-4.0,5,13-19,43.6,251,44.1,224,21.7,52
254,Cleveland State,Horizon,37.5,-4.1,8,14-18,39.2,279,48.4,161,24.4,8
255,TCU,Big 12,37.5,-4.1,10,11-21,32.9,322,54.6,116,18.3,194
256,UTSA,WAC,37.4,-4.1,8,10-22,38.2,290,49.2,152,24.3,11
257,Portland,WCC,37.4,-4.1,9,11-21,35.8,305,51.5,130,19.2,160
258,Fordham,A 10,37.1,-4.2,16,7-24,29.1,339,58.0,104,14.5,301
259,North Dakota,Big Sky,37.1,-4.2,4,16-16,49.1,190,38.0,318,20.0,121
260,Cornell,Ivy,36.7,-4.4,6,13-18,42.2,264,44.5,215,19.0,165
261,Texas State,WAC,36.6,-4.4,9,12-22,39.0,282,47.6,168,17.7,219
262,Liberty,Big South,36.2,-4.5,7,15-20,47.4,210,38.8,308,21.5,55
263,Cent Michigan,MAC,36.0,-4.6,11,11-20,39.2,278,46.8,179,20.0,123
264,Tennessee Tech,OVC,36.0,-4.6,8,12-17,42.7,258,43.4,238,19.8,136
265,VMI,Big South,35.9,-4.6,8,14-17,49.4,183,36.5,328,23.2,25
266,Cent Conn St,NEC,35.4,-4.8,8,13-17,43.5,252,41.9,270,20.2,116
267,Northern Kentucky,A-Sun,35.4,-4.8,6,11-16,45.4,234,40.0,298,22.5,34
268,Ga. Southern,Southern,35.3,-4.9,7,14-19,44.1,244,41.2,281,23.3,22
269,AR-Pine Bluff,SWAC,35.2,-4.9,3,16-14,47.1,215,38.1,315,16.4,257
270,San Jose State,WAC,34.3,-5.2,10,9-20,36.5,304,47.8,165,20.4,102
271,Pennsylvania,Ivy,33.6,-5.4,7,9-22,37.1,300,46.5,189,16.1,266
272,SE Louisiana,Southland,33.5,-5.5,5,13-18,42.4,261,41.1,282,17.6,223
273,Jacksonville,A-Sun,33.5,-5.5,7,14-18,44.3,241,39.2,304,19.0,168
274,Maine,Am. East,33.5,-5.5,6,11-19,42.2,265,41.3,276,21.0,74
275,Bethune-Cookman,MEAC,33.5,-5.5,6,14-20,46.8,219,36.7,327,17.5,225
276,Colgate,Patriot,33.3,-5.6,6,11-21,37.9,293,45.4,201,21.0,75
277,Troy,Sun Belt,33.3,-5.6,10,12-21,40.9,274,42.4,259,16.7,253
278,Utah Valley,WAC,33.2,-5.6,2,14-18,47.2,214,36.0,335,20.5,95
279,Campbell,Big South,33.2,-5.6,9,13-20,42.8,257,40.5,293,20.8,83
280,Lipscomb,A-Sun,33.1,-5.6,8,12-18,38.7,285,44.4,217,22.4,39
281,New Hampshire,Am. East,33.1,-5.7,7,9-20,41.3,268,41.8,272,19.4,149
282,Sacramento St,Big Sky,32.8,-5.7,5,14-15,47.5,208,35.3,338,18.5,189
283,Samford,Southern,32.4,-5.9,8,11-21,41.2,271,41.2,280,17.4,232
284,American U,Patriot,32.3,-5.9,7,10-20,37.0,303,45.3,205,20.0,124
285,E Illinois,OVC,32.2,-6.0,9,11-21,40.3,276,41.9,271,23.2,24
286,Delaware State,MEAC,32.1,-6.0,7,15-18,46.0,228,36.1,333,20.4,101
287,Chattanooga,Southern,32.0,-6.0,9,13-19,41.4,267,40.6,290,19.8,133
288,Chicago State,WAC,32.0,-6.0,3,11-21,44.3,240,37.6,321,19.0,166
289,Dartmouth,Ivy,31.9,-6.1,8,9-19,37.0,302,44.9,209,23.4,20
290,Sacred Heart,NEC,31.7,-6.1,9,9-20,37.9,294,43.8,230,18.8,174
291,UNC-Wilmington,CAA,31.4,-6.3,9,10-20,37.5,297,43.9,229,19.3,155
292,Old Dominion,CAA,31.2,-6.3,10,5-25,35.0,310,46.2,193,20.0,122
293,McNeese State,Southland,31.0,-6.4,6,14-17,42.6,259,38.4,313,17.5,226
294,SIU Edwardsville,OVC,30.8,-6.5,10,9-18,38.9,284,41.9,269,20.6,91
295,UNC Greensboro,Southern,30.6,-6.5,10,9-22,42.3,262,38.4,314,18.8,172
296,Radford,Big South,30.6,-6.5,10,13-19,46.0,229,34.6,340,15.2,290
297,Hampton,MEAC,30.4,-6.7,8,14-17,46.8,218,33.6,343,13.9,309
298,Montana State,Big Sky,30.3,-6.7,6,13-17,43.8,249,36.5,329,18.4,193
299,N Arizona,Big Sky,30.3,-6.7,7,11-21,37.8,296,42.5,254,15.4,281
300,Cent Arkansas,Southland,30.1,-6.7,7,13-17,44.3,242,35.8,336,13.8,315
301,PV A&M,SWAC,29.5,-7.0,4,15-19,46.8,220,32.7,345,16.9,251
302,Austin Peay,OVC,29.3,-7.1,11,8-23,37.2,299,42.1,266,18.6,186
303,Milwaukee,Horizon,29.3,-7.1,9,8-24,31.5,330,47.7,166,18.3,195
304,UMKC,Summit,29.3,-7.1,7,8-24,33.9,317,45.4,202,18.3,198
305,St. Peter's,MAAC,29.2,-7.1,9,9-21,34.9,311,44.3,219,17.5,230
306,Southern Utah,Big Sky,29.1,-7.1,8,11-20,41.1,272,38.0,319,18.6,183
307,Houston Baptist,Southland,29.0,-7.2,4,14-17,42.9,256,36.1,334,19.8,134
308,Monmouth,NEC,28.9,-7.2,10,10-21,35.3,307,43.6,233,19.4,152
